id,title,venue,year,fos,references,keywords,n_citation,lang,abstract,publisher,CoAuthors
149f550c-8d49-49c4-8c8a-002f9d4c534b,A Model for Preimplantation Genetic Diagnosis (PGD) of the BRCA Tumor Suppressor Gene-Familial Breast and Ovarian Cancer Prevention Using In-Vitro Vertilization (IVF) Technology,Fertility and Sterility,2000,"['Gynecology', 'Oncology']",None,"['tumor suppressor gene', 'preimplantation genetic diagnosis', 'ovarian cancer']",50,en,None,Elsevier,"['M.T Kan', 'Kangpu Xu', 'Zhongming Shi', 'Khedoudja Nafa']"
152e1277-5315-4ce2-b507-addcb9bc4465,The Impact of Maternal Age and Ovarian Age on Implantation Efficiency,None,1999,None,"['012cecfa-a6a5-4eef-b13e-cf3c4c329cb2', '0396b1d5-8f98-487c-a9cb-70201424d3fb', '0a1e88ce-3eda-4c62-868c-3c6210c09fbe', '15db66b6-7abe-484a-98e6-2fa49923a920', '714eb415-45d9-4dd3-ae9c-641b11798ec7', '7ad70984-cdce-4f9a-be6c-254a25d7b8ba', '96da1e6d-c134-4636-a31e-f4682e10ba1e', 'a5d32f34-3e98-49cc-8528-65fdf90c9d18', 'b0924c96-b1ac-4bed-b2e8-b2ac96f395ae', 'b118e9be-db8d-4a7a-aa8b-81a324f5255f', 'bf97a547-4a1a-4b1d-9bf1-50245869e027', 'c05ab2df-25a4-47e2-8cb8-6db23212c091', 'd2c784c1-83e6-44ec-9a51-fc99048885df', 'd325fbf3-cbb4-4980-8060-9563d3c8ded5']",None,50,en,None,Springer New York,['Steven D. Spandorfer']
154d7a36-5259-4407-a07e-931a0451b88d,Elevated estradiol levels post-trigger are associated with increased aneuploidy rates,Fertility and Sterility,2015,None,None,None,None,en,None,Elsevier,"['A.P. Melnick', 'R. Setton', 'E.M. Murphy', 'S.D. Spandorfer']"
156862ec-33df-4e67-b0e3-e3a1c6e3bb00,Co-transplantation of endothelial cells with xenotransplanted human ovarian tissue improves primirdial follicles survival,Fertility and Sterility,2015,"['Endocrinology', 'Immunology', 'Anatomy']",None,None,None,en,None,Elsevier,"['Limor Man', 'G.L. Schattman', 'Daylon James']"
1569616c-e81a-497f-8e66-816ee8bb0340,Successful reconstruction of endometrial tissues in-vivo by adult stem cells isolated from endometrium,Fertility and Sterility,2008,"['Biology', 'Stem cell', 'Adult stem cell', 'Medicine', 'Stem cell transplantation for articular cartilage repair', 'Genetics', 'Anatomy', 'Amniotic stem cells']",None,['adult stem cell'],None,en,None,Elsevier,"['H.-C. Liu', 'Z. He', 'Tang Y', 'Wanpu Wang']"
16634710-63c1-4d3c-bc44-436e5f9270ea,Relationship between maternal age and aneuploidy in in vitro fertilization pregnancy loss,Fertility and Sterility,2004,"['Biology', 'In vitro fertilisation', 'Gynecology', 'Obstetrics', 'In vitro', 'Fertilisation', 'Genetics', 'Gestation']","['012cecfa-a6a5-4eef-b13e-cf3c4c329cb2', '1325a51d-6ee2-4281-b03c-5696a6c14356', '14be0cb9-8e1d-4697-8959-07311942b913', '363b3316-062d-4fe7-85d8-04f2645bb795', '4b1a9edd-7bcd-4bf5-890d-059aced4dfa5', '5190de99-c83c-4784-b70c-36f18ceab4de', '763b8a8c-8a3f-446d-8cdc-79673f510cc6', '7d13804d-b1d8-4823-bcf7-4ed524633014', '85a9281b-adbd-498b-a692-3fd6d2bd9f30', 'aa06b1ed-1ef3-4842-8203-6cb37a3c0d8a', 'acd307b0-949f-4bfd-8742-4ecc3a1be1ab', 'c05ab2df-25a4-47e2-8cb8-6db23212c091', 'cc5cc89c-f5a8-4c47-8006-554d4e8f8d45', 'd6480cf2-4a4a-43e7-b523-979ff20bdb41', 'dc740728-4678-423d-85b0-d6700f72b9d0', 'f4dd2bd1-084b-4b1d-96fb-2cbe234560f1']","['miscarriage', 'fertilizacion', 'in vitro fertilization', 'aberration chromosomique', 'ivf', 'hombre', 'edad madre', 'aberracion cromosomica', 'aneuploidia', 'pregnancy', 'fertilisation', 'gestacion', 'fertilization', 'pregnancy loss', 'human', 'gestation', 'age mere', 'aneuploidy', 'chromosomal aberration', 'aneuploidie', 'maternal age', 'in vitro', 'homme']",112,en,Abstract  Objective  To determine the fetal loss rate after documented fetal cardiac activity (7-week sonogram) and to evaluate the chromosomal makeup of these losses in IVF pregnancies.  Design  Retrospective analysis.  Setting  University-based IVF center.  Patient(s)  Two thousand fourteen consecutive IVF pregnancies with documented fetal cardiac activity.  Main outcome measure(s)  Miscarriage rates and karyotypes of pregnancy losses were analyzed.  Result(s)  The overall pregnancy loss rate after demonstrated fetal cardiac activity was 11.6% (233/2014). A highly significant increase in fetal loss with advancing maternal age was observed (  Conclusion(s)  Pregnancy loss after documentation of fetal cardiac activity is >10%. This loss is significantly increased with advancing maternal age. The major underlying cause of these losses seems to be chromosomal aneuploidy.,Elsevier,"['Steven D. Spandorfer', 'Owen K. Davis', 'Larry I Barmat', 'P. Chung']"
1699058c-11c8-47f8-b451-1571fd0dde6a,A technique for transplantation of ovarian cortical strips to the forearm,Fertility and Sterility,2003,"['Biology', 'Endocrinology', 'Preventive healthcare', 'Medicine', 'Gynecology', 'Anatomy', 'Cancer']","['054b6916-91c6-4c53-9ae3-d1ad4afc2b9f', '107b6ebd-a38f-417f-8441-11e87d184927', '123d59c3-be96-4a63-b63e-d068f78ff5c3', '138a677c-5639-40cb-bb4d-6615535a14a7', '19ae006a-e3e6-4411-b4e6-3bc97c5dc389', '1c8663d7-c352-4f7a-a631-3711cde75da6', '221b8aab-ffca-44eb-92e7-c424a9b7da90', '28270163-3999-4ba0-86db-6b15535362eb', '2fee9196-7e4d-4188-bd72-70119e315d97', '365d4354-639b-462d-8b4b-6d07ff3de68f', '4af94b2b-a332-4955-9205-c00da062e0c9', '4cdcc531-ef8e-4a4d-b637-d2c8cfcff6af', '588bd9e3-a8b6-4b65-a77d-152b95b30d3c', '789d58ab-f5e6-46d7-8022-5497349ac44e', '9c99a1c4-debf-45db-a53b-a7ca978c88cd', 'a9cff4d2-cdfa-4c7b-a7af-4dcf2b5be14b', 'b1481db8-e5d3-494d-addd-46b41ae19f42', 'c2b86289-e740-487c-920a-46c34cc10cc1', 'db6a4852-a4f8-457d-8190-faf2f0910b23']","['forearm', 'hormona ovarica', 'col uterus', 'col uterus pathologie', 'female', 'heterotopic', 'uterine cervix diseases', 'ovaire pathologie', 'uterine cervix', 'tumor benigno', 'hormone ovarienne', 'estrogen', 'cuello utero', 'adenohypophyseal hormone', 'oestrogene', 'cancer', 'tumor maligno', 'gonadotropina', 'ovarian transplant', 'transplantation', 'antebrazo', 'follicle stimulating hormone', 'ovarian hormone', 'trasplantacion', 'lh', 'progesterone', 'hombre', 'quiste', 'luteinizing hormone', 'cuello utero patologia', 'kyste', 'estrogeno', 'hormone adenohypophysaire', 'ovario', 'appareil genital femelle pathologie', 'estradiol', 'hormone steroide sexuelle', 'aparato genital hembra patologia', 'ovaire', 'fertility preservation', 'ovary', 'prevention', 'hembra', 'estudio caso', 'gonadotropin', 'aparato genital hembra', 'progesterona', 'human', 'cyst', 'carcinome', 'fertilite', 'appareil genital femelle', 'etude cas', 'hormona esteroide sexual', 'hormona adenohipofisaria', 'ovarian diseases', 'gonadotrophine', 'tumeur benigne', 'tumeur maligne', 'female genital diseases', 'fertilidad', 'ovario patologia', 'fertility', 'femelle', 'avant bras', 'carcinoma', 'sex steroid hormone', 'fsh', 'malignant tumor', 'benign neoplasm', 'homme', 'prevencion', 'female genital system']",117,en,"Abstract  Objective  To describe a forearm heterotopic ovarian transplantation technique.  Design  Case study.  Setting  Academic medical center.  Patient(s)  One patient with stage IIIB squamous cell cervical carcinoma and one patient with recurrent benign ovarian cysts.  Intervention(s)  Preparation of thin ovarian cortical slices and transplantation under the skin of the forearm.  Main outcome measure(s)  Follicular development and oocyte retrieval; cyclical estradiol (E 2 ) and progesterone (P 4 ) production; restoration of serum follicle-stimulating hormone (FSH) and luteinizing hormone (LH) levels to reproductive age range.  Result(s)  Both patients were menopausal immediately after oophorectomy. The first patient developed a dominant follicle 10 weeks after transplantation, and her gonadotropin levels decreased to nonmenopausal levels. Percutaneous aspiration of ovarian follicles yielded a metaphase I (M-I) oocyte that was matured to metaphase II (M-II). The first patient's graft was functional for at least 21 months. In the second patient, ovarian follicle development was detected 6 months after transplantation, and periodic menstruation occurred thereafter. Spontaneous ovulation was confirmed by a midluteal increase in her P 4  levels. Menstruation and follicle development continued for more than 2 years after the transplant.  Conclusion(s)  Heterotopic transplantation of ovarian tissue to the forearm is a simple and promising technique to restore ovarian function in women who become menopausal due to chemotherapy, surgery, or radiation.",Elsevier,"['Kutluk Oktay', 'Erkan Buyuk', 'James Rucinski']"
16dadd0f-064c-434d-a9fd-6bb310dc8e49,Combined GnRH-agonist and human chorionic gonadotropin trigger improves ICSI cycle outcomes in patients with history of poor fertilization,Journal of Assisted Reproduction and Genetics,2017,"['Endocrinology', 'Andrology', 'Gynecology']","['0c2c9a8c-ff6d-4291-9ca3-d1d8fe0160d2', '13ca8550-3dca-4b2d-9c8a-5823b5e0b059', '16a67c13-6f9a-4331-8fae-f6aa17cd0586', '1d4bc4e9-cd2a-48c4-b9f3-f2ceb02769b4', '1e342538-0419-4523-ab7f-74a9bcecac3d', '1efe4da6-5dae-4105-a2d7-bca27213948d', '1fcb7990-0952-4614-bc7f-c6d5d5596a11', '2d29aadf-fc27-4b81-a948-477ed5a28c27', '343b11f9-c023-42c3-a97b-a3c993088c68', '3d049ad7-becd-41ba-9943-17cc8c5443cf', '3ef69206-9dd7-4b68-9d9f-38e9fe2f245c', '496ec48b-1c9a-4e13-9598-a232c7410bfe', '51c86aba-4062-44d9-8964-e1cdd23cdca6', '5256ca43-08c0-49d0-9fe3-fc191f90c1f1', '6646a771-678b-475c-91f1-9a9a7f662401', '68862726-8d38-4b6a-8b81-72406b304f70', '6c9ea167-33fb-4893-a3ac-cfd55bb269d4', '6ce5ea92-1b58-49bc-b121-82f2f9a659a7', '71b3421d-ed06-444b-b3a2-cdbe1f639b12', '74e0d79f-0593-4a21-ae36-108ebef55635', '7f983494-da51-4c8b-ae24-ab1d58b4f68f', '8761a377-3e70-4bf2-9d94-af9336ac5dae', '8e413758-ac5f-4bff-8b20-c3d2ee9f496d', '9693e0d3-afa1-42f5-9ac8-077dd31ec008', '9abf8e9a-a098-4451-ac71-d816be039f73', '9b193f39-51d9-4333-8acf-a8f92bc7a003', 'b67a1db0-85e7-45ac-ab1a-77cabf686dd3', 'b6a63d1a-12ba-49f7-a96d-65c8a04e6f03', 'bb28e810-aec2-4aee-94f1-2119a1ae66f2', 'c7d33766-6de1-40e9-948a-ad874e28943e', 'cc57d197-9b23-4905-87c0-78e057ce5f3f', 'cf694df7-9758-4030-9d8b-b0e5f594aebd', 'd55f21ec-7c17-4aca-81f8-fa59323b38ad', 'd7e0721e-e745-4073-b44a-f3c398f94d15', 'dee6cdcf-2824-48c6-b28d-ed748c0a4d43', 'e1f830fa-c870-4bca-b287-9c8da9614b29', 'e4648738-8d53-4e42-a39c-6ae688e6611e', 'e557ba34-a192-4538-97b7-30f58e45e136', 'e9e026f8-f5f2-450c-866d-b80cad2a6a28', 'ed6a2200-a211-4b88-9483-c1d41e8f2a8e']",None,None,en,Purpose#R##N#The purpose of this study was to investigate the utility of a combined GnRH-agonist (GnRH-a) and human chorionic gonadotropin (hCG) trigger in improving ICSI cycle outcomes in patients with poor fertilization history after standard hCG trigger in prior ICSI cycles.,Springer US,"['Rony T. Elias', 'Nigel Pereira', 'Lisa Artusa', 'Amelia G. Kelly', 'Monica Pasternak', 'Jovana P. Lekovich', 'G.D. Palermo']"
16f341bd-6412-413a-a249-9b177de4a7f8,Heat shock protein expression during gametogenesis and embryogenesis.,Infectious Diseases in Obstetrics & Gynecology,1999,"['Biology', 'Molecular biology', 'Heat shock protein', 'Immunology', 'Genetics', 'Anatomy']","['05389b33-4dc6-4e94-908e-23ba9cc2ce35', '0d20e561-f9a4-4c5a-8b0e-21a43a794ff1', '0e33f2dc-d26d-48ed-bc0e-ab6ded0ddb02', '1cfbc601-efbe-4531-9313-336d0701ab42', '1f4579f9-3552-41e8-a7eb-bc9a3479284d', '2144076a-b6a8-47ef-8355-24f8f9722267', '220aa9c1-7e63-4460-baa7-f2dbf9432eea', '2271e90b-86dc-4620-bcf7-59bbeaa8870e', '2633e6f7-87fc-4811-9019-fa746d17f820', '27d86e7a-bafb-4e9b-8df5-1f9feb9a3d6b', '338e2a37-f6ca-49e5-a467-4e2112ff98b8', '3892dd3e-d3b2-4960-9b2d-89909512f7f8', '4458af3e-fa9a-4b0f-b6b0-c66fda0b6577', '4b1d8133-9b72-44e7-ba2e-29be3d94e019', '4c4c1c97-94ab-47f4-a530-885f3428c450', '4e6972d4-8a49-4ce6-ab00-71eaff5ec483', '5c96c75e-44b8-4c02-bbee-524c977bcf3d', '64419a37-575b-4694-9af4-0a99461f093e', '66bb1643-5ddf-4611-b4f8-74a45b642382', '6aa9aab8-6b69-4a03-be28-92726079fdeb', '71798039-b129-4922-b12d-54ee77fbd39b', '8c78a426-db3d-436e-86f6-822ffc1e80c1', '9449557e-656c-4431-8eff-9fcbfdf24102', '94bc36fd-4357-493a-9946-c03fe3130b67', 'a3167b10-6850-4652-ab15-4cfc4aa0089a', 'a4a2bf1a-a432-40bf-802a-40c9b6941b25', 'ac091e9a-15af-4760-bc9d-8602b930bcb5', 'acfbdef6-85d1-40ba-bb1f-73d3cd1430a6', 'b5ae22ff-082c-4632-81a0-6df18f78a908', 'bf4d9235-b092-429f-bb5f-9024a3c442a5', 'bff51e04-6516-4315-9376-6916f307512d', 'c19a6b43-95ec-40c2-95cd-0bddca4018c6', 'c4219e64-e5db-4669-a0ed-290aa8c0dfc6', 'c4c447da-bbb2-4887-a600-c2dbaeae3383', 'c5b96e8d-933f-44b1-b36b-92d85ba14dfc', 'c7c0324e-b40e-467d-90ad-24391d1f2378', 'db12b16f-64b0-4ddd-bfe9-e9dae42015b3', 'e39f1815-a97d-44d8-b906-806cb5c538a5', 'e801ebe4-e8f1-4456-99bc-bbc131ae434a', 'ecb32594-6e32-4342-bd17-4299aab8478b', 'f3b30c88-3efa-42ba-a451-b8ea8fa60bf5']","['animals', 'female', 'heat shock proteins', 'mice', 'in vitro fertilization', 'embryo development', 'heat shock protein', 'fertilization in vitro', 'gametogenesis', 'humans', 'embryonic and fetal development']",60,en,"When cells are subjected to various stress factors, they increase the production of a group of proteins called heat shock proteins (hsp). Heat shock proteins are highly conserved proteins present in organisms ranging from bacteria to man. Heat shock proteins enable cells to survive adverse environmental conditions by preventing protein denaturation. Thus the physiological and pathological potential of hsps is enormous and has been studied widely over the past two decades. The presence or absence of hsps influences almost every aspect of reproduction. They are among the first proteins produced during mammalian embryo development. In this report, the production of hsps in gametogenesis and early embryo development is described. It has been suggested that prolonged and asymptomatic infections trigger immunity to microbial hsp epitopes that are also expressed in man. This may be relevant for human reproduction, since many couples with fertility problems have had a previous genital tract infection. Antibodies to bacterial and human hsps are present at high titers in sera of many patients undergoing in vitro fertilization. In a mouse embryo culture model, these antibodies impaired the mouse embryo development at unique developmental stages. The gross morphology of these embryos resembled cells undergoing apoptosis. The TUNEL (terminal deoxynucleotidyl transferase-mediated X-dUTP nick end labeling) staining pattern, which is a common marker of apoptosis, revealed that embryos cultured in the presence of hsp antibodies stained TUNEL-positive more often than unexposed embryos. These data extend preexisting findings showing the detrimental effect of immune sensitization to hsps on embryo development. Infect. Dis. Obstet. Gynecol. 7:10&#8211;16, 1999.",Hindawi Publishing Corporation,"['Andreas Neuer', 'S.D. Spandorfer', 'P. Giraldo', 'Jan Jeremias', 'S Dieterle', 'Ilona Korneeva', 'H.-C. Liu', 'S.S. Witkin']"
178b04ca-0799-4a1d-a6af-712d1b79dd3a,Production of insulin-like growth factor binding proteins (IGFBPS) by human endometrial stromal cells is stimulated by the presence of embryos,Journal of Assisted Reproduction and Genetics,1995,"['Biology', 'Endocrinology', 'Embryo', 'Stromal cell', 'Immunology', 'Genetics', 'Anatomy']","['0b01c196-0019-485c-8605-0c53fd87dc17', '1219b993-d265-404e-a167-3404bbdb7902', '1aec7811-74aa-4ec3-b1f1-d062cd222053', '2b6f0d85-4066-4af4-af9e-a2856d3dcfb9', '2e625901-84c0-4c3b-b94e-7618eda935ad', '3c6d2993-db1e-4080-ab12-77c6b917c909', '490deae8-64d1-4b1c-aaf6-f62fe26bb2c4', '531ebfb2-9e0a-462e-a63c-dee3c9781fce', '54effd04-21bc-442a-a0fb-789d767984de', '62948d3f-59c7-4d45-abbd-447a9075e589', '682ddfb6-2608-4b53-bc30-3cf969f1d167', '69a62dd7-a9be-41dd-8455-36c3b78923a4', '83c3a9b0-ec1c-4160-b4ad-a52135ae77c0', '862d6d76-2b06-4219-ac93-6a155a772d6e', '8ebe1bd9-9805-4a0e-b072-6793d3132f86', '97504ad3-a36e-4511-a0d8-c7c49473dc81', '9cf2caa7-80a7-481f-822d-8373def89ade', 'ab7e4144-5b59-478a-abd3-08905bf52927', 'b2e689f1-772a-4095-a65c-195134e4bf05', 'c3122686-916d-46a5-90c4-1206e3c70554', 'd0bca283-200f-438f-9de3-ca8e4f8da3a7', 'e3ad3eb1-2a16-49bb-8900-b434153038d5', 'e52858d9-6893-49e3-af81-a47b47c2cf67', 'f53318a2-69a8-4a52-bcd5-d0ce7814006d', 'ff9d2402-30cb-4887-a836-816f67cdd4a7']","['mouse', 'utero', 'animals', 'female', 'mice', 'embryonics', 'endometrio', 'mammalia', 'progesterone', 'endometrial stromal cells', 'hombre', 'biosintesis', 'vertebrata', 'immunohistochemistry', 'estradiol', 'insulin like growth factor binding proteins', 'embryos', 'culture mixte', 'rodentia', 'raton', 'insulin like growth factor i', 'cultivo mixto', 'pregnancy', 'secretion', 'embryon', 'cells cultured', 'biosynthesis', 'facteur croissance igf', 'radioimmunoassay', 'souris', 'aparato genital hembra', 'human', 'mice inbred strains', 'appareil genital femelle', 'embryo', 'uterus', 'endometrium', 'celula estromal', 'stromal cell', 'embrion', 'carrier proteins', 'mixed cropping', 'stromal cells', 'biosynthese', 'embryonic and fetal development', 'igf binding protein', 'cellule stromale', 'relaxin', 'culture media conditioned', 'endometre', 'insulin like growth factor', 'insulin like growth factor binding protein', 'in vitro', 'blotting western', 'homme', 'proteine liaison igfbp', 'embryo mammalian', 'insulin like growth factor ii', 'female genital system', 'secrecion']",50,en,Purpose#R##N#To identify IGFBPs among endometrial secretory products and study their role in implantation and early embryo development.,J Assist Reprod Genet,"['Hung -Ching Liu', 'Carol Ann Mele', 'Diana Catz', 'Nicole Noyes']"
17915743-5ced-40ee-8517-c0b94052e2e5,Aneuploidy screening and genome profiling in infertile couples,Fertility and Sterility,2016,None,None,None,None,en,None,Elsevier,"['S. Cheung', 'T. Cozzubbo', 'G.D. Palermo']"
17bdf452-2aed-4d88-ae26-29301073ec59,Calculator used for displaying ovulation synchronization of donors and recipients in embryo transfer procedures,None,1988,"['Biology', 'Endocrinology', 'Anatomy', 'Surgery']",None,None,None,en,"A calculator used for displaying menstrual cycle synchronization of donors and recipients during embryo transfer procedures includes first, second and third members aligned with one another. In accordance with a preferred embodiment, the first member is a disc having the days of the menstrual cycle of the recipient thereon; the second member is a disc having dates of the monthly calendar thereon, and the third member is a disc having the days of the donor's menstrual cycle thereon. By aligning a window in the third disc with the seventeenth through nineteenth day of the recipient's menstrual cycle as displayed on the first disc, the days of the donor's cycle are substantially fixed. By then aligning the monthly dates on the second disc with the corresponding day on either the first or second disc, one may determine either when the recipient's cycle must start to synchronize with donor egg development or when the donor's egg must be stimulated in order to be available for transfer to the recipient when the recipient is most receptive to a successful transfer.",None,[]
17f8441d-1727-4f97-96e3-5cca3551e9bf,"Relationship of abnormal vaginal flora, proinflammatory cytokines and idiopathic infertility in women undergoing IVF.",Journal of Reproductive Medicine,2001,"['Biology', 'Pathology', 'Prevalence', 'Gynecology', 'In vitro', 'Flora', 'Immunology', 'Correlation', 'Surgery']",None,"['flora', 'flore', 'col uterus', 'fecondation', 'correlacion', 'female sterility', 'cellule inflammatoire', 'female', 'procreacion asistida', 'vagin pathologie', 'inflammatory cell', 'uterine cervix', 'infeccion', 'analisis estadistico', 'cuello utero', 'esterilidad femenina', 'sterilite femelle', 'idiopatico', 'hombre', 'citoquina', 'vaginitis', 'fecundation', 'vaginite', 'celula inflamatoria', 'appareil genital femelle pathologie', 'prevalencia', 'aparato genital hembra patologia', 'cytokine', 'vaginal diseases', 'prevalence', 'bacteriose', 'hembra', 'statistical analysis', 'fecundacion', 'procreation assistee', 'analyse statistique', 'human', 'assisted procreation', 'female genital diseases', 'femelle', 'correlation', 'idiopathic', 'vagina patologia', 'infection', 'idiopathique', 'in vitro', 'bacteriosis', 'homme']",107,en,"OBJECTIVE: To investigate the prevalence of bacterial vaginosis (BV) and abnormal bacterial vaginal flora in an infertile population and correlate with cervical cytokine production and in vitro fertilization (IVF) outcome. STUDY DESIGN: In a blinded study, 331 asymptomatic IVF patients were evaluated for BV, abnormal vaginal flora and cervical cytokine production (interleukin 1β [IL-1β] and IL-8) on the day of oocyte retrieval. All patients received tetracycline prophylaxis at the time of oocyte retrieval. RESULTS: BV was identified in 4.2% (14/331) ofthe patients. Patients with idiopathic infertility were more likely to have BV than were women with other causes of infertility (P =.02 vs. male factor, P =.03 vs. tubal factor and P <.01 vs. endometriosis-associated infertility). Patients with abnormal vaginal flora had higher cervical IL-1β and IL-8 cytokine levels as compared to patients with normal vaginal flora. IL-1β and IL-8 levels in the study subjects correlated highly. No differences were detected in IVF outcome parameters based on the vaginal flora determined at the time of retrieval. CONCLUSION: Abnormal vaginal flora, including that causing BV, is associated with elevated cervical levels of IL-1β and IL-8. The induction of proinflammatory cytokines by an altered vaginal ecosystem may be a previously unrecognized cause of idiopathic infertility.",J Reprod Med,"['Steven D. Spandorfer', 'Andreas Neuer', 'Paulo César Giraldo', 'Steven S. Witkin']"
18175498-ac78-496b-8eab-bc5463a3df5a,Cyst aspiration versus GNRH antagonist adminitration for ovarian cysts detected at the start of fresh in vitro fertilization cycles,Fertility and Sterility,2015,"['Endocrinology', 'Gynecology', 'Anatomy']",None,None,None,en,None,Elsevier,"['Nigel Pereira', 'Selma Amrane', 'E. Hobeika', 'Jovana P. Lekovich', 'P. Chung']"
18b27ab9-cd25-4053-a10f-057bad55277a,How to Improve your ART Success Rates: How to monitor for best results,None,2011,"['Endocrinology', 'Andrology', 'Gynecology']",None,"['gonadotropin releasing hormone antagonist gnrh antagonist', 'agonist', 'in vitro fertilization ivf', 'thickened baseline endometrial stripe', 'standard co flare protocol', 'ivf', 'gonadotropin releasing hormone gnrh', 'ovarian reserve or', 'ovarian hyperstimulation syndrome ohss', 'and amh', 'follicle growth and hormonal level monitoring', 'ovarian stimulation', 'in good responder', 'ovarian stimulation protocol', 'gonadotropin releasing hormone agonist gnrh agonist', 'monitoring', 'pregnancy rate pr', 'gonadotropin', 'cyst management', 'reproductive medicine', 'microdose flare protocol', 'oral contraceptive pill ocp', 'human chorionic gonadotropins hcg', 'obstetrics and gynecology', 'injection in ivf', 'pre evaluation', 'follicle stimulating hormone fsh', 'hcg injection', 'ovarian', 'coasting', 'stimulation protocol', 'ohss risk', 'protocol']",None,en,None,None,"['Jack Y.J. Huang', 'Hey-Joo Kang']"
18b36e92-c003-43d8-9893-114a152fea44,Increased odds of live birth in fresh in vitro fertilization cycles with shorter ovarian stimulation,Fertility and Sterility,2017,"['Endocrinology', 'In vitro fertilisation', 'Medicine', 'Gynecology', 'Surgery']","['0e99999e-3ef8-48d3-981f-0188e0b25698', '1fcb7990-0952-4614-bc7f-c6d5d5596a11', '29fe047d-f770-4c25-b880-35ff6ac270a2', '2beb6d96-7e87-4f6d-b8cd-a9e09cdbd438', '2cfa070c-0f2f-4089-bb92-7daecbd56196', '3e729668-1a34-4bd8-b778-2d6be57638db', '3f8d8e04-7c50-475b-9e0c-06b3b1f8b7cf', '472746b0-4723-4784-a067-fcc2e9b1400f', '5256ca43-08c0-49d0-9fe3-fc191f90c1f1', '5741399e-b9de-498c-8b75-e31b6d1d735c', '5fd3f415-a0eb-40b7-b904-4652ba259b5e', '675431e7-fc0c-456c-b042-cdce3aad21ca', '71b3421d-ed06-444b-b3a2-cdbe1f639b12', '780a9839-43f5-4b13-b3b7-0ee36ef749ca', '91553510-1a9b-4b5c-a6ac-0e27907e0a73', 'ac3dcb7c-8594-45a0-94be-03cd93272ba2', 'c1e5718e-fcdb-4e42-84fd-bc7c2e041ea9', 'c3a820ce-c697-4dfd-ad1b-4f3a7eebef2f', 'cd4da5fb-2882-4dec-92ca-f8da8b6f312a', 'd0a4682a-dee7-4ee7-813b-484cd5adf63b']","['in vitro fertilization', 'prolonged ovarian stimulation', 'prolonged gonadotropin stimulation', 'pregnancy outcomes']",50,en,"Objective  To investigate the impact of prolonged ovarian stimulation on pregnancy outcomes in IVF cycles with fresh day 3 ET.  Design  Retrospective cohort study.  Setting  University-affiliated center.  Patient(s)  All patients initiating their first IVF cycle with fresh day 3 ET. Prolonged ovarian stimulation was defined as a duration of more than two standard deviations (95th percentile) for the study cohort (i.e., >13 days).  Intervention(s)  None.  Main Outcome Measure(s)  Live birth rate was considered the primary outcome and was compared between patients undergoing ovarian stimulation for ≤13 days and >13 days. Odds ratios (OR) with 95% confidence intervals (CI) for all pregnancy outcomes after day 3 ET were calculated. The OR for live birth was adjusted using logistic regression.  Result(s)  A total of 6,410 and 339 patients underwent ovarian stimulation for ≤13 days and >13 days, respectively. There were no differences in the demographics or mean number of day 3 embryos transferred between the two groups. Ovarian stimulation ≤13 days was associated with increased odds of clinical pregnancy (OR 2.15, 95% CI 1.19–3.89) and live birth (OR 2.35, 95% CI 1.25–4.43). The increased odds for live birth in the ≤13-day group remained unchanged after logistic regression. Patients with clinical pregnancies in the >13-day group were younger (34.6 ± 4.91 years) compared with those who did not conceive (38.2 ± 4.72 years).  Conclusion(s)  Our findings suggest that ovarian stimulation ≤13 days is associated with increased odds of clinical pregnancy and live birth. In patients undergoing ovarian stimulation >13 days, younger age is associated with live birth.",Elsevier,"['Nigel Pereira', 'Caroline Friedman', 'Anne P. Hutchinson', 'Jovana P. Lekovich', 'Rony T. Elias']"
18e3b2cf-3837-4045-8fee-8ebd9ee9cee0,P-949 : Quantity and quality of DNA by multiple displacement amplification (MDA) from single cells,Fertility and Sterility,2006,"['Molecular biology', 'Bioinformatics', 'Genetics']",None,None,None,None,None,None,"['C. T. Zhang', 'B. Tazon-Vega', 'Kangpu Xu']"
198b07bf-ea02-4e80-b0d7-5bed3cbe703f,Leptin: Does it Play a Role in Multifollicular Recruitment in PCOS Patients Undergoing IVF?,Fertility and Sterility,2005,"['Endocrinology', 'Gynecology', 'Diabetes mellitus']",None,None,None,en,None,Elsevier,"['K. Dragisic', 'Ann Marie Bongiovanni', 'H.-C. Liu', 'S.S. Witkin', 'S.D. Spandorfer']"
1a0a8deb-e71c-4b99-a115-baa6c8e983ab,Abdominal pregnancy after in vitro fertilization and embryo transfer.,Obstetrics & Gynecology,1988,['Embryo transfer'],None,None,50,en,None,Obstet Gynecol,"['Sergio Oehninger', 'David Kreiner', 'Martin J. Bass']"
